diagnosis,finding,evoking_strength,frequency
Chronic pancreatitis,abdominal pain,1,0.2
Chronic pancreatitis,night sweats,1,0.2
Acquired absence of other left toe(s),headache,1,0.25
Acquired absence of other left toe(s),hip pain,1,0.25
Acquired absence of other left toe(s),cough,1,0.25
Acquired absence of other left toe(s),diarrhea,1,0.25
Bilateral primary osteoarthritis of hip,wheezing,1,0.5
Bilateral primary osteoarthritis of hip,leg pain,1,0.5
"Staphylococcal arthritis, right shoulder",night sweats,1,0.5
"Staphylococcal arthritis, right shoulder",shoulder pain,1,0.5
Secondary malignant neoplasm of unspecified lung,frequent urination,1,0.5
Secondary malignant neoplasm of unspecified lung,abdominal pain,1,0.5
"Hypotension, unspecified",cough,1,0.15384615384615385
"Hypotension, unspecified",diarrhea,1,0.15384615384615385
"Hypotension, unspecified",leg swelling,1,0.07692307692307693
"Hypotension, unspecified",headache,1,0.07692307692307693
"Hypotension, unspecified",abdominal pain,1,0.07692307692307693
"Hypotension, unspecified",numbness,1,0.07692307692307693
"Hypotension, unspecified",night sweats,1,0.07692307692307693
"Hypotension, unspecified",shortness of breath,1,0.15384615384615385
"Hypotension, unspecified",ankle pain,1,0.07692307692307693
"Hypotension, unspecified",vaginal bleeding,1,0.07692307692307693
Sepsis due to Methicillin susceptible Staphylococcus aureus,dizziness,1,1.0
"Person injured in unspecified motor-vehicle accident, traffic, sequela",wheezing,1,1.0
Chronic obstructive pulmonary disease with (acute) exacerbation,shortness of breath,1,0.3333333333333333
Chronic obstructive pulmonary disease with (acute) exacerbation,wheezing,1,0.3333333333333333
Chronic obstructive pulmonary disease with (acute) exacerbation,cough,1,0.3333333333333333
Lateral epicondylitis,shortness of breath,1,0.2
Lateral epicondylitis,cough,1,0.2
Lateral epicondylitis,diarrhea,1,0.2
Lateral epicondylitis,abdominal pain,1,0.2
Lateral epicondylitis,night sweats,1,0.2
Other and unspecified angina pectoris,shortness of breath,1,0.2
Other and unspecified angina pectoris,dizziness,1,0.1
Other and unspecified angina pectoris,cough,1,0.2
Other and unspecified angina pectoris,diarrhea,1,0.1
Other and unspecified angina pectoris,headache,1,0.1
Other and unspecified angina pectoris,abdominal pain,1,0.2
Other and unspecified angina pectoris,night sweats,1,0.1
Chronic hepatitis C without mention of hepatic coma,dizziness,1,0.25
Chronic hepatitis C without mention of hepatic coma,wheezing,1,0.25
Chronic hepatitis C without mention of hepatic coma,diarrhea,1,0.25
Chronic hepatitis C without mention of hepatic coma,abdominal pain,1,0.25
"Gastric ulcer, unspecified as acute or chronic, without hemorrhage or perforation",shortness of breath,1,0.3333333333333333
"Gastric ulcer, unspecified as acute or chronic, without hemorrhage or perforation",headache,1,0.3333333333333333
"Gastric ulcer, unspecified as acute or chronic, without hemorrhage or perforation",abdominal pain,1,0.3333333333333333
Other iatrogenic hypotension,blood clots,1,0.3333333333333333
Other iatrogenic hypotension,shortness of breath,1,0.3333333333333333
Other iatrogenic hypotension,hip pain,1,0.3333333333333333
Other secondary thrombocytopenia,shortness of breath,1,0.10526315789473684
Other secondary thrombocytopenia,cough,1,0.15789473684210525
Other secondary thrombocytopenia,diarrhea,1,0.15789473684210525
Other secondary thrombocytopenia,wheezing,1,0.05263157894736842
Other secondary thrombocytopenia,abdominal pain,1,0.15789473684210525
Other secondary thrombocytopenia,headache,1,0.10526315789473684
Other secondary thrombocytopenia,night sweats,1,0.10526315789473684
Other secondary thrombocytopenia,dizziness,1,0.05263157894736842
Other secondary thrombocytopenia,fatigue,1,0.10526315789473684
"Encephalopathy, unspecified",fatigue,1,0.14285714285714285
"Encephalopathy, unspecified",cough,1,0.2857142857142857
"Encephalopathy, unspecified",pelvic pain,1,0.14285714285714285
"Encephalopathy, unspecified",headache,1,0.14285714285714285
"Encephalopathy, unspecified",abdominal pain,1,0.14285714285714285
"Encephalopathy, unspecified",wheezing,1,0.14285714285714285
Acute kidney failure with tubular necrosis,headache,1,1.0
Other nonspecific abnormal finding of lung field,vaginal bleeding,1,0.3333333333333333
Other nonspecific abnormal finding of lung field,shortness of breath,1,0.3333333333333333
Other nonspecific abnormal finding of lung field,wheezing,1,0.3333333333333333
Motor vehicle traffic accident involving collision with pedestrian injuring pedestrian,hip pain,1,1.0
Unspecified pleural effusion,cough,1,1.0
"Major depressive affective disorder, recurrent episode, unspecified",shortness of breath,1,0.16666666666666666
"Major depressive affective disorder, recurrent episode, unspecified",petechiae,1,0.16666666666666666
"Major depressive affective disorder, recurrent episode, unspecified",cough,1,0.3333333333333333
"Major depressive affective disorder, recurrent episode, unspecified",abdominal pain,1,0.16666666666666666
"Major depressive affective disorder, recurrent episode, unspecified",night sweats,1,0.16666666666666666
Other constipation,fatigue,1,0.5
Other constipation,diarrhea,1,0.5
"Ventral, unspecified, hernia with obstruction",shortness of breath,1,0.25
"Ventral, unspecified, hernia with obstruction",nausea and vomiting,1,0.25
"Ventral, unspecified, hernia with obstruction",abdominal pain,1,0.25
"Ventral, unspecified, hernia with obstruction",diarrhea,1,0.25
Anemia in chronic kidney disease,shortness of breath,1,0.18181818181818182
Anemia in chronic kidney disease,dizziness,1,0.09090909090909091
Anemia in chronic kidney disease,cough,1,0.18181818181818182
Anemia in chronic kidney disease,diarrhea,1,0.09090909090909091
Anemia in chronic kidney disease,abdominal pain,1,0.18181818181818182
Anemia in chronic kidney disease,petechiae,1,0.09090909090909091
Anemia in chronic kidney disease,headache,1,0.09090909090909091
Anemia in chronic kidney disease,eye pain,1,0.09090909090909091
Dilated cardiomyopathy,abdominal pain,1,1.0
Pernicious anemia,shortness of breath,1,1.0
"Elevated white blood cell count, unspecified",shortness of breath,1,0.11764705882352941
"Elevated white blood cell count, unspecified",nausea and vomiting,1,0.11764705882352941
"Elevated white blood cell count, unspecified",cough,1,0.11764705882352941
"Elevated white blood cell count, unspecified",diarrhea,1,0.17647058823529413
"Elevated white blood cell count, unspecified",headache,1,0.11764705882352941
"Elevated white blood cell count, unspecified",abdominal pain,1,0.17647058823529413
"Elevated white blood cell count, unspecified",wheezing,1,0.058823529411764705
"Elevated white blood cell count, unspecified",dizziness,1,0.058823529411764705
"Elevated white blood cell count, unspecified",night sweats,1,0.058823529411764705
"Contusion of abdominal wall, initial encounter",shortness of breath,1,0.3333333333333333
"Contusion of abdominal wall, initial encounter",abdominal pain,1,0.3333333333333333
"Contusion of abdominal wall, initial encounter",dizziness,1,0.3333333333333333
"Alcohol abuse, unspecified",leg swelling,1,0.14285714285714285
"Alcohol abuse, unspecified",fatigue,1,0.14285714285714285
"Alcohol abuse, unspecified",cough,1,0.14285714285714285
"Alcohol abuse, unspecified",arm pain,1,0.14285714285714285
"Alcohol abuse, unspecified",shortness of breath,1,0.14285714285714285
"Alcohol abuse, unspecified",abdominal pain,1,0.14285714285714285
"Alcohol abuse, unspecified",blood clots,1,0.14285714285714285
"Peripheral vascular disease, unspecified",shortness of breath,1,0.2857142857142857
"Peripheral vascular disease, unspecified",cough,1,0.14285714285714285
"Peripheral vascular disease, unspecified",runny nose,1,0.14285714285714285
"Peripheral vascular disease, unspecified",diarrhea,1,0.14285714285714285
"Peripheral vascular disease, unspecified",abdominal pain,1,0.14285714285714285
"Peripheral vascular disease, unspecified",blood clots,1,0.14285714285714285
"Acne, unspecified",night sweats,1,1.0
"Traumatic subarachnoid hemorrhage without loss of consciousness, initial encounter",numbness,1,0.25
"Traumatic subarachnoid hemorrhage without loss of consciousness, initial encounter",dizziness,1,0.25
"Traumatic subarachnoid hemorrhage without loss of consciousness, initial encounter",headache,1,0.25
"Traumatic subarachnoid hemorrhage without loss of consciousness, initial encounter",hip pain,1,0.25
Presence of right artificial hip joint,shortness of breath,1,0.5
Presence of right artificial hip joint,cough,1,0.5
Car passenger injured in collision with van in traffic accident,numbness,1,1.0
Pneumonia due to other Gram-negative bacteria,shortness of breath,1,0.25
Pneumonia due to other Gram-negative bacteria,headache,1,0.25
Pneumonia due to other Gram-negative bacteria,wheezing,1,0.25
Pneumonia due to other Gram-negative bacteria,cough,1,0.25
Headache,shortness of breath,1,0.10526315789473684
Headache,cough,1,0.10526315789473684
Headache,diarrhea,1,0.05263157894736842
Headache,headache,1,0.2631578947368421
Headache,abdominal pain,1,0.15789473684210525
Headache,night sweats,1,0.05263157894736842
Headache,nausea and vomiting,1,0.05263157894736842
Headache,dizziness,1,0.05263157894736842
Headache,fatigue,1,0.05263157894736842
Headache,numbness,1,0.05263157894736842
Headache,wheezing,1,0.05263157894736842
Malignant melanoma of skin of scalp and neck,shortness of breath,1,0.5
Malignant melanoma of skin of scalp and neck,cough,1,0.5
Cholangitis,shortness of breath,1,0.1
Cholangitis,cough,1,0.1
Cholangitis,diarrhea,1,0.2
Cholangitis,headache,1,0.1
Cholangitis,abdominal pain,1,0.2
Cholangitis,wheezing,1,0.1
Cholangitis,night sweats,1,0.1
Cholangitis,nausea and vomiting,1,0.1
"Disorders of muscle in diseases classified elsewhere, left thigh",shortness of breath,1,0.1
"Disorders of muscle in diseases classified elsewhere, left thigh",nausea and vomiting,1,0.1
"Disorders of muscle in diseases classified elsewhere, left thigh",cough,1,0.1
"Disorders of muscle in diseases classified elsewhere, left thigh",diarrhea,1,0.1
"Disorders of muscle in diseases classified elsewhere, left thigh",leg swelling,1,0.1
"Disorders of muscle in diseases classified elsewhere, left thigh",headache,1,0.1
"Disorders of muscle in diseases classified elsewhere, left thigh",numbness,1,0.1
"Disorders of muscle in diseases classified elsewhere, left thigh",abdominal pain,1,0.1
"Disorders of muscle in diseases classified elsewhere, left thigh",leg pain,1,0.1
"Disorders of muscle in diseases classified elsewhere, left thigh",night sweats,1,0.1
"Dysphagia, oropharyngeal phase",abdominal pain,1,0.5
"Dysphagia, oropharyngeal phase",diarrhea,1,0.5
Percutaneous transluminal coronary angioplasty status,shortness of breath,1,0.3333333333333333
Percutaneous transluminal coronary angioplasty status,wheezing,1,0.3333333333333333
Percutaneous transluminal coronary angioplasty status,cough,1,0.3333333333333333
Disorders of magnesium metabolism,shortness of breath,1,0.16666666666666666
Disorders of magnesium metabolism,cough,1,0.16666666666666666
Disorders of magnesium metabolism,diarrhea,1,0.16666666666666666
Disorders of magnesium metabolism,headache,1,0.16666666666666666
Disorders of magnesium metabolism,abdominal pain,1,0.16666666666666666
Disorders of magnesium metabolism,night sweats,1,0.16666666666666666
"Retention of urine, unspecified",nausea and vomiting,1,0.16666666666666666
"Retention of urine, unspecified",hip pain,1,0.16666666666666666
"Retention of urine, unspecified",diarrhea,1,0.16666666666666666
"Retention of urine, unspecified",abdominal pain,1,0.16666666666666666
"Retention of urine, unspecified",leg pain,1,0.16666666666666666
"Retention of urine, unspecified",joint pain,1,0.16666666666666666
"Pressure ulcer of sacral region, stage 3",shortness of breath,1,0.2
"Pressure ulcer of sacral region, stage 3",cough,1,0.2
"Pressure ulcer of sacral region, stage 3",diarrhea,1,0.2
"Pressure ulcer of sacral region, stage 3",headache,1,0.2
"Pressure ulcer of sacral region, stage 3",abdominal pain,1,0.2
"Alcohol abuse, uncomplicated",shortness of breath,1,0.5
"Alcohol abuse, uncomplicated",cough,1,0.5
Renal and perinephric abscess,shortness of breath,1,0.3333333333333333
Renal and perinephric abscess,diarrhea,1,0.3333333333333333
Renal and perinephric abscess,cough,1,0.3333333333333333
Other specified cardiac dysrhythmias,leg swelling,1,0.1
Other specified cardiac dysrhythmias,numbness,1,0.2
Other specified cardiac dysrhythmias,fatigue,1,0.2
Other specified cardiac dysrhythmias,diarrhea,1,0.2
Other specified cardiac dysrhythmias,shortness of breath,1,0.1
Other specified cardiac dysrhythmias,cough,1,0.2
Other specified forms of chronic ischemic heart disease,shortness of breath,1,0.14285714285714285
Other specified forms of chronic ischemic heart disease,cough,1,0.14285714285714285
Other specified forms of chronic ischemic heart disease,diarrhea,1,0.14285714285714285
Other specified forms of chronic ischemic heart disease,leg swelling,1,0.14285714285714285
Other specified forms of chronic ischemic heart disease,headache,1,0.14285714285714285
Other specified forms of chronic ischemic heart disease,abdominal pain,1,0.14285714285714285
Other specified forms of chronic ischemic heart disease,night sweats,1,0.14285714285714285
Long-term (current) use of insulin,shortness of breath,1,0.3333333333333333
Long-term (current) use of insulin,dizziness,1,0.16666666666666666
Long-term (current) use of insulin,fatigue,1,0.16666666666666666
Long-term (current) use of insulin,wheezing,1,0.16666666666666666
Long-term (current) use of insulin,cough,1,0.16666666666666666
Altered mental status,shortness of breath,1,0.5
Altered mental status,abdominal pain,1,0.5
Chronic interstitial cystitis,pelvic pain,1,1.0
"Open wound of lip, without mention of complication",headache,1,0.5
"Open wound of lip, without mention of complication",numbness,1,0.5
"Vitamin D deficiency, unspecified",diarrhea,1,1.0
Orthostatic hypotension,dizziness,1,0.1111111111111111
Orthostatic hypotension,cough,1,0.2222222222222222
Orthostatic hypotension,diarrhea,1,0.1111111111111111
Orthostatic hypotension,headache,1,0.2222222222222222
Orthostatic hypotension,abdominal pain,1,0.2222222222222222
Orthostatic hypotension,shortness of breath,1,0.1111111111111111
"Lymphedema, not elsewhere classified",nausea and vomiting,1,0.2
"Lymphedema, not elsewhere classified",cough,1,0.2
"Lymphedema, not elsewhere classified",headache,1,0.2
"Lymphedema, not elsewhere classified",wheezing,1,0.2
"Lymphedema, not elsewhere classified",abdominal pain,1,0.2
"Periprosthetic osteolysis of internal prosthetic left knee joint, initial encounter",shortness of breath,1,0.5
"Periprosthetic osteolysis of internal prosthetic left knee joint, initial encounter",blood clots,1,0.5
Rheumatic mitral insufficiency,nasal congestion,1,0.3333333333333333
Rheumatic mitral insufficiency,headache,1,0.3333333333333333
Rheumatic mitral insufficiency,cough,1,0.3333333333333333
"Disorder of kidney and ureter, unspecified",blood clots,1,0.25
"Disorder of kidney and ureter, unspecified",shortness of breath,1,0.25
"Disorder of kidney and ureter, unspecified",hip pain,1,0.25
"Disorder of kidney and ureter, unspecified",cough,1,0.25
"Glasgow coma scale score 3-8, at arrival to emergency department",shortness of breath,1,0.3333333333333333
"Glasgow coma scale score 3-8, at arrival to emergency department",diarrhea,1,0.3333333333333333
"Glasgow coma scale score 3-8, at arrival to emergency department",cough,1,0.3333333333333333
Anemia due to antineoplastic chemotherapy,shortness of breath,1,0.3333333333333333
Anemia due to antineoplastic chemotherapy,abdominal pain,1,0.3333333333333333
Anemia due to antineoplastic chemotherapy,diarrhea,1,0.3333333333333333
"Kidney dialysis as the cause of abnormal reaction of patient, or of later complication, without mention of misadventure at time of procedure",abdominal pain,1,0.3333333333333333
"Kidney dialysis as the cause of abnormal reaction of patient, or of later complication, without mention of misadventure at time of procedure",diarrhea,1,0.3333333333333333
"Kidney dialysis as the cause of abnormal reaction of patient, or of later complication, without mention of misadventure at time of procedure",cough,1,0.3333333333333333
Person on outside of bus injured in collision with pedestrian or animal in traffic accident,blood clots,1,1.0
"Coronary atherosclerosis of unspecified type of vessel, native or graft",leg pain,1,0.3333333333333333
"Coronary atherosclerosis of unspecified type of vessel, native or graft",abdominal pain,1,0.3333333333333333
"Coronary atherosclerosis of unspecified type of vessel, native or graft",dizziness,1,0.3333333333333333
Personal history of other malignant neoplasm of skin,blood clots,1,0.1111111111111111
Personal history of other malignant neoplasm of skin,nausea and vomiting,1,0.1111111111111111
Personal history of other malignant neoplasm of skin,abdominal pain,1,0.2222222222222222
Personal history of other malignant neoplasm of skin,diarrhea,1,0.2222222222222222
Personal history of other malignant neoplasm of skin,cough,1,0.1111111111111111
Personal history of other malignant neoplasm of skin,headache,1,0.1111111111111111
Personal history of other malignant neoplasm of skin,night sweats,1,0.1111111111111111
Atherosclerotic heart disease of native coronary artery without angina pectoris,shortness of breath,1,0.2
Atherosclerotic heart disease of native coronary artery without angina pectoris,numbness,1,0.1
Atherosclerotic heart disease of native coronary artery without angina pectoris,night sweats,1,0.1
Atherosclerotic heart disease of native coronary artery without angina pectoris,cough,1,0.1
Atherosclerotic heart disease of native coronary artery without angina pectoris,foot pain,1,0.1
Atherosclerotic heart disease of native coronary artery without angina pectoris,diarrhea,1,0.1
Atherosclerotic heart disease of native coronary artery without angina pectoris,wheezing,1,0.1
Atherosclerotic heart disease of native coronary artery without angina pectoris,abdominal pain,1,0.1
Atherosclerotic heart disease of native coronary artery without angina pectoris,headache,1,0.1
Nonspecific (abnormal) findings on radiological and other examination of skull and head,numbness,1,1.0
Fever presenting with conditions classified elsewhere,shortness of breath,1,0.1111111111111111
Fever presenting with conditions classified elsewhere,nausea and vomiting,1,0.1111111111111111
Fever presenting with conditions classified elsewhere,cough,1,0.1111111111111111
Fever presenting with conditions classified elsewhere,diarrhea,1,0.1111111111111111
Fever presenting with conditions classified elsewhere,wheezing,1,0.1111111111111111
Fever presenting with conditions classified elsewhere,abdominal pain,1,0.1111111111111111
Fever presenting with conditions classified elsewhere,headache,1,0.1111111111111111
Fever presenting with conditions classified elsewhere,numbness,1,0.1111111111111111
Fever presenting with conditions classified elsewhere,night sweats,1,0.1111111111111111
"Disease of pancreas, unspecified",shortness of breath,1,0.16666666666666666
"Disease of pancreas, unspecified",fatigue,1,0.16666666666666666
"Disease of pancreas, unspecified",cough,1,0.16666666666666666
"Disease of pancreas, unspecified",diarrhea,1,0.16666666666666666
"Disease of pancreas, unspecified",abdominal pain,1,0.16666666666666666
"Disease of pancreas, unspecified",night sweats,1,0.16666666666666666
"Iron deficiency anemia, unspecified",abdominal pain,1,0.25
"Iron deficiency anemia, unspecified",shortness of breath,1,0.25
"Iron deficiency anemia, unspecified",fatigue,1,0.25
"Iron deficiency anemia, unspecified",leg swelling,1,0.125
"Iron deficiency anemia, unspecified",cough,1,0.125
"Gout, unspecified",wheezing,1,0.058823529411764705
"Gout, unspecified",abdominal pain,1,0.17647058823529413
"Gout, unspecified",fatigue,1,0.17647058823529413
"Gout, unspecified",shortness of breath,1,0.11764705882352941
"Gout, unspecified",cough,1,0.11764705882352941
"Gout, unspecified",diarrhea,1,0.11764705882352941
"Gout, unspecified",headache,1,0.11764705882352941
"Gout, unspecified",night sweats,1,0.11764705882352941
"Legal blindness, as defined in U.S.A.",cough,1,1.0
"Subendocardial infarction, initial episode of care",shortness of breath,1,1.0
Driver of pick-up truck or van injured in collision with pedal cycle in nontraffic accident,shortness of breath,1,1.0
"Migraine, unspecified, without mention of intractable migraine without mention of status migrainosus",headache,1,0.5
"Migraine, unspecified, without mention of intractable migraine without mention of status migrainosus",vaginal bleeding,1,0.5
Old myocardial infarction,shortness of breath,1,0.1875
Old myocardial infarction,dizziness,1,0.125
Old myocardial infarction,cough,1,0.125
Old myocardial infarction,leg swelling,1,0.125
Old myocardial infarction,wheezing,1,0.0625
Old myocardial infarction,leg pain,1,0.0625
Old myocardial infarction,numbness,1,0.0625
Old myocardial infarction,fatigue,1,0.0625
Old myocardial infarction,diarrhea,1,0.0625
Old myocardial infarction,abdominal pain,1,0.0625
Old myocardial infarction,nausea and vomiting,1,0.0625
Anal or rectal pain,shortness of breath,1,0.14285714285714285
Anal or rectal pain,cough,1,0.14285714285714285
Anal or rectal pain,diarrhea,1,0.14285714285714285
Anal or rectal pain,low white blood cell count,1,0.14285714285714285
Anal or rectal pain,abdominal pain,1,0.2857142857142857
Anal or rectal pain,night sweats,1,0.14285714285714285
"Tachycardia, unspecified",leg swelling,1,0.1
"Tachycardia, unspecified",diarrhea,1,0.2
"Tachycardia, unspecified",cough,1,0.2
"Tachycardia, unspecified",shortness of breath,1,0.1
"Tachycardia, unspecified",fatigue,1,0.1
"Tachycardia, unspecified",wheezing,1,0.1
"Tachycardia, unspecified",headache,1,0.1
"Tachycardia, unspecified",night sweats,1,0.1
Anticoagulants causing adverse effects in therapeutic use,arm pain,1,0.25
Anticoagulants causing adverse effects in therapeutic use,shortness of breath,1,0.25
Anticoagulants causing adverse effects in therapeutic use,diarrhea,1,0.25
Anticoagulants causing adverse effects in therapeutic use,cough,1,0.25
"Other mental disorders complicating pregnancy, third trimester",nausea and vomiting,1,0.16666666666666666
"Other mental disorders complicating pregnancy, third trimester",pelvic pain,1,0.16666666666666666
"Other mental disorders complicating pregnancy, third trimester",blood clots,1,0.16666666666666666
"Other mental disorders complicating pregnancy, third trimester",diarrhea,1,0.16666666666666666
"Other mental disorders complicating pregnancy, third trimester",headache,1,0.16666666666666666
"Other mental disorders complicating pregnancy, third trimester",numbness,1,0.16666666666666666
Unspecified septicemia,headache,1,0.3333333333333333
Unspecified septicemia,diarrhea,1,0.3333333333333333
Unspecified septicemia,abdominal pain,1,0.3333333333333333
"Migraine, unspecified, not intractable, without status migrainosus",numbness,1,0.125
"Migraine, unspecified, not intractable, without status migrainosus",headache,1,0.125
"Migraine, unspecified, not intractable, without status migrainosus",dizziness,1,0.125
"Migraine, unspecified, not intractable, without status migrainosus",cough,1,0.25
"Migraine, unspecified, not intractable, without status migrainosus",leg swelling,1,0.125
"Migraine, unspecified, not intractable, without status migrainosus",wheezing,1,0.125
"Migraine, unspecified, not intractable, without status migrainosus",diarrhea,1,0.125
Disorders of phosphorus metabolism,ankle pain,1,0.3333333333333333
Disorders of phosphorus metabolism,cough,1,0.3333333333333333
Disorders of phosphorus metabolism,numbness,1,0.3333333333333333
Hemiplegia and hemiparesis following other nontraumatic intracranial hemorrhage affecting left non-dominant side,leg swelling,1,0.5
Hemiplegia and hemiparesis following other nontraumatic intracranial hemorrhage affecting left non-dominant side,shortness of breath,1,0.5
"Neoplasm of unspecified behavior of bone, soft tissue, and skin",dizziness,1,0.5
"Neoplasm of unspecified behavior of bone, soft tissue, and skin",numbness,1,0.5
Pathologic fracture of other specified site,shortness of breath,1,0.5
Pathologic fracture of other specified site,numbness,1,0.5
Hereditary deficiency of other clotting factors,shortness of breath,1,0.3333333333333333
Hereditary deficiency of other clotting factors,wheezing,1,0.3333333333333333
Hereditary deficiency of other clotting factors,cough,1,0.3333333333333333
Other nonspecific findings on examination of urine,shortness of breath,1,0.2
Other nonspecific findings on examination of urine,petechiae,1,0.2
Other nonspecific findings on examination of urine,diarrhea,1,0.2
Other nonspecific findings on examination of urine,wheezing,1,0.2
Other nonspecific findings on examination of urine,abdominal pain,1,0.2
Type 2 diabetes mellitus with diabetic chronic kidney disease,leg swelling,1,0.2222222222222222
Type 2 diabetes mellitus with diabetic chronic kidney disease,shortness of breath,1,0.1111111111111111
Type 2 diabetes mellitus with diabetic chronic kidney disease,dizziness,1,0.1111111111111111
Type 2 diabetes mellitus with diabetic chronic kidney disease,cough,1,0.1111111111111111
Type 2 diabetes mellitus with diabetic chronic kidney disease,diarrhea,1,0.1111111111111111
Type 2 diabetes mellitus with diabetic chronic kidney disease,headache,1,0.1111111111111111
Type 2 diabetes mellitus with diabetic chronic kidney disease,abdominal pain,1,0.1111111111111111
Type 2 diabetes mellitus with diabetic chronic kidney disease,night sweats,1,0.1111111111111111
Acquired absence of breast and nipple,shortness of breath,1,1.0
Driver of special construction vehicle injured in traffic accident,elevated liver enzymes,1,0.5
Driver of special construction vehicle injured in traffic accident,abdominal pain,1,0.5
Other specified anxiety disorders,nausea and vomiting,1,0.14285714285714285
Other specified anxiety disorders,blood clots,1,0.14285714285714285
Other specified anxiety disorders,diarrhea,1,0.14285714285714285
Other specified anxiety disorders,vaginal discharge,1,0.14285714285714285
Other specified anxiety disorders,vaginal bleeding,1,0.14285714285714285
Other specified anxiety disorders,headache,1,0.14285714285714285
Other specified anxiety disorders,abdominal pain,1,0.14285714285714285
Type 2 diabetes mellitus with diabetic peripheral angiopathy without gangrene,shortness of breath,1,0.1111111111111111
Type 2 diabetes mellitus with diabetic peripheral angiopathy without gangrene,nausea and vomiting,1,0.1111111111111111
Type 2 diabetes mellitus with diabetic peripheral angiopathy without gangrene,diarrhea,1,0.1111111111111111
Type 2 diabetes mellitus with diabetic peripheral angiopathy without gangrene,leg swelling,1,0.1111111111111111
Type 2 diabetes mellitus with diabetic peripheral angiopathy without gangrene,wheezing,1,0.1111111111111111
Type 2 diabetes mellitus with diabetic peripheral angiopathy without gangrene,headache,1,0.1111111111111111
Type 2 diabetes mellitus with diabetic peripheral angiopathy without gangrene,numbness,1,0.1111111111111111
Type 2 diabetes mellitus with diabetic peripheral angiopathy without gangrene,fatigue,1,0.1111111111111111
Type 2 diabetes mellitus with diabetic peripheral angiopathy without gangrene,cough,1,0.1111111111111111
Acute alcoholic hepatitis,shortness of breath,1,0.16666666666666666
Acute alcoholic hepatitis,cough,1,0.16666666666666666
Acute alcoholic hepatitis,diarrhea,1,0.16666666666666666
Acute alcoholic hepatitis,headache,1,0.16666666666666666
Acute alcoholic hepatitis,abdominal pain,1,0.16666666666666666
Acute alcoholic hepatitis,night sweats,1,0.16666666666666666
Secondary and unspecified malignant neoplasm of lymph nodes of axilla and upper limb,shortness of breath,1,1.0
"Rheumatoid arthritis, unspecified",shortness of breath,1,0.1111111111111111
"Rheumatoid arthritis, unspecified",dizziness,1,0.1111111111111111
"Rheumatoid arthritis, unspecified",cough,1,0.1111111111111111
"Rheumatoid arthritis, unspecified",diarrhea,1,0.1111111111111111
"Rheumatoid arthritis, unspecified",shoulder pain,1,0.1111111111111111
"Rheumatoid arthritis, unspecified",headache,1,0.1111111111111111
"Rheumatoid arthritis, unspecified",numbness,1,0.1111111111111111
"Rheumatoid arthritis, unspecified",night sweats,1,0.1111111111111111
"Rheumatoid arthritis, unspecified",hip pain,1,0.1111111111111111
Type 2 diabetes mellitus without complications,shortness of breath,1,0.16666666666666666
Type 2 diabetes mellitus without complications,cough,1,0.16666666666666666
Type 2 diabetes mellitus without complications,diarrhea,1,0.16666666666666666
Type 2 diabetes mellitus without complications,headache,1,0.16666666666666666
Type 2 diabetes mellitus without complications,abdominal pain,1,0.16666666666666666
Type 2 diabetes mellitus without complications,night sweats,1,0.16666666666666666
Hemiplegia and hemiparesis following unspecified cerebrovascular disease affecting left non-dominant side,dizziness,1,1.0
Polyneuropathy in diabetes,nausea and vomiting,1,0.14285714285714285
Polyneuropathy in diabetes,fatigue,1,0.14285714285714285
Polyneuropathy in diabetes,diarrhea,1,0.2857142857142857
Polyneuropathy in diabetes,headache,1,0.14285714285714285
Polyneuropathy in diabetes,abdominal pain,1,0.14285714285714285
Polyneuropathy in diabetes,shortness of breath,1,0.14285714285714285
"Assault by knife, initial encounter",petechiae,1,0.3333333333333333
"Assault by knife, initial encounter",diarrhea,1,0.3333333333333333
"Assault by knife, initial encounter",cough,1,0.3333333333333333
Other chronic pulmonary heart diseases,shortness of breath,1,0.2857142857142857
Other chronic pulmonary heart diseases,cough,1,0.2857142857142857
Other chronic pulmonary heart diseases,diarrhea,1,0.14285714285714285
Other chronic pulmonary heart diseases,abdominal pain,1,0.14285714285714285
Other chronic pulmonary heart diseases,night sweats,1,0.14285714285714285
"Hemiplegia, unspecified affecting right dominant side",headache,1,0.5
"Hemiplegia, unspecified affecting right dominant side",shoulder pain,1,0.5
Moderate protein-calorie malnutrition,shortness of breath,1,0.2
Moderate protein-calorie malnutrition,fatigue,1,0.2
Moderate protein-calorie malnutrition,cough,1,0.2
Moderate protein-calorie malnutrition,diarrhea,1,0.2
Moderate protein-calorie malnutrition,abdominal pain,1,0.2
Civilian activity done for income or pay,shortness of breath,1,0.25
Civilian activity done for income or pay,wheezing,1,0.25
Civilian activity done for income or pay,diarrhea,1,0.25
Civilian activity done for income or pay,cough,1,0.25
Loss of weight,nausea and vomiting,1,0.25
Loss of weight,abdominal pain,1,0.125
Loss of weight,diarrhea,1,0.25
Loss of weight,shortness of breath,1,0.125
Loss of weight,cough,1,0.125
Loss of weight,headache,1,0.125
"Malignant neoplasm of liver, primary",shortness of breath,1,0.125
"Malignant neoplasm of liver, primary",dizziness,1,0.125
"Malignant neoplasm of liver, primary",cough,1,0.125
"Malignant neoplasm of liver, primary",diarrhea,1,0.125
"Malignant neoplasm of liver, primary",headache,1,0.125
"Malignant neoplasm of liver, primary",abdominal pain,1,0.125
