diagnosis,symptom,frequency
"Encephalopathy, unspecified",headache,0.14285714285714285
Acute kidney failure with tubular necrosis,headache,1.0
Other nonspecific abnormal finding of lung field,wheezing,0.3333333333333333
Other nonspecific abnormal finding of lung field,shortness of breath,0.3333333333333333
Other nonspecific abnormal finding of lung field,vaginal bleeding,0.3333333333333333
Motor vehicle traffic accident involving collision with pedestrian injuring pedestrian,hip pain,1.0
Unspecified pleural effusion,cough,1.0
"Major depressive affective disorder, recurrent episode, unspecified",cough,0.3333333333333333
"Major depressive affective disorder, recurrent episode, unspecified",shortness of breath,0.16666666666666666
"Major depressive affective disorder, recurrent episode, unspecified",petechiae,0.16666666666666666
"Major depressive affective disorder, recurrent episode, unspecified",abdominal pain,0.16666666666666666
"Major depressive affective disorder, recurrent episode, unspecified",night sweats,0.16666666666666666
Other constipation,fatigue,0.5
Other constipation,diarrhea,0.5
"Ventral, unspecified, hernia with obstruction",shortness of breath,0.25
"Ventral, unspecified, hernia with obstruction",abdominal pain,0.25
"Ventral, unspecified, hernia with obstruction",diarrhea,0.25
"Ventral, unspecified, hernia with obstruction",nausea and vomiting,0.25
Anemia in chronic kidney disease,dizziness,0.09090909090909091
Anemia in chronic kidney disease,cough,0.18181818181818182
Anemia in chronic kidney disease,shortness of breath,0.18181818181818182
Anemia in chronic kidney disease,diarrhea,0.09090909090909091
Anemia in chronic kidney disease,abdominal pain,0.18181818181818182
Anemia in chronic kidney disease,petechiae,0.09090909090909091
Anemia in chronic kidney disease,eye pain,0.09090909090909091
Anemia in chronic kidney disease,headache,0.09090909090909091
Dilated cardiomyopathy,abdominal pain,1.0
Pernicious anemia,shortness of breath,1.0
"Elevated white blood cell count, unspecified",cough,0.11764705882352941
"Elevated white blood cell count, unspecified",shortness of breath,0.11764705882352941
"Elevated white blood cell count, unspecified",diarrhea,0.17647058823529413
"Elevated white blood cell count, unspecified",nausea and vomiting,0.11764705882352941
"Elevated white blood cell count, unspecified",abdominal pain,0.17647058823529413
"Elevated white blood cell count, unspecified",headache,0.11764705882352941
"Elevated white blood cell count, unspecified",wheezing,0.058823529411764705
"Elevated white blood cell count, unspecified",dizziness,0.058823529411764705
"Elevated white blood cell count, unspecified",night sweats,0.058823529411764705
"Contusion of abdominal wall, initial encounter",abdominal pain,0.3333333333333333
"Contusion of abdominal wall, initial encounter",shortness of breath,0.3333333333333333
"Contusion of abdominal wall, initial encounter",dizziness,0.3333333333333333
"Alcohol abuse, unspecified",leg swelling,0.14285714285714285
"Alcohol abuse, unspecified",cough,0.14285714285714285
"Alcohol abuse, unspecified",fatigue,0.14285714285714285
"Alcohol abuse, unspecified",shortness of breath,0.14285714285714285
"Alcohol abuse, unspecified",abdominal pain,0.14285714285714285
"Alcohol abuse, unspecified",arm pain,0.14285714285714285
"Alcohol abuse, unspecified",blood clots,0.14285714285714285
"Peripheral vascular disease, unspecified",cough,0.14285714285714285
"Peripheral vascular disease, unspecified",shortness of breath,0.2857142857142857
"Peripheral vascular disease, unspecified",diarrhea,0.14285714285714285
"Peripheral vascular disease, unspecified",runny nose,0.14285714285714285
"Peripheral vascular disease, unspecified",abdominal pain,0.14285714285714285
"Peripheral vascular disease, unspecified",blood clots,0.14285714285714285
"Acne, unspecified",night sweats,1.0
"Traumatic subarachnoid hemorrhage without loss of consciousness, initial encounter",dizziness,0.25
"Traumatic subarachnoid hemorrhage without loss of consciousness, initial encounter",numbness,0.25
"Traumatic subarachnoid hemorrhage without loss of consciousness, initial encounter",hip pain,0.25
"Traumatic subarachnoid hemorrhage without loss of consciousness, initial encounter",headache,0.25
Presence of right artificial hip joint,cough,0.5
Presence of right artificial hip joint,shortness of breath,0.5
Car passenger injured in collision with van in traffic accident,numbness,1.0
Pneumonia due to other Gram-negative bacteria,wheezing,0.25
Pneumonia due to other Gram-negative bacteria,cough,0.25
Pneumonia due to other Gram-negative bacteria,shortness of breath,0.25
Pneumonia due to other Gram-negative bacteria,headache,0.25
Headache,cough,0.10526315789473684
Headache,shortness of breath,0.10526315789473684
Headache,night sweats,0.05263157894736842
Headache,diarrhea,0.05263157894736842
Headache,abdominal pain,0.15789473684210525
Headache,headache,0.2631578947368421
Headache,numbness,0.05263157894736842
Headache,dizziness,0.05263157894736842
Headache,fatigue,0.05263157894736842
Headache,nausea and vomiting,0.05263157894736842
Headache,wheezing,0.05263157894736842
Malignant melanoma of skin of scalp and neck,cough,0.5
Malignant melanoma of skin of scalp and neck,shortness of breath,0.5
Cholangitis,wheezing,0.1
Cholangitis,cough,0.1
Cholangitis,diarrhea,0.2
Cholangitis,night sweats,0.1
Cholangitis,shortness of breath,0.1
Cholangitis,abdominal pain,0.2
Cholangitis,headache,0.1
Cholangitis,nausea and vomiting,0.1
"Disorders of muscle in diseases classified elsewhere, left thigh",numbness,0.1
"Disorders of muscle in diseases classified elsewhere, left thigh",cough,0.1
"Disorders of muscle in diseases classified elsewhere, left thigh",diarrhea,0.1
"Disorders of muscle in diseases classified elsewhere, left thigh",night sweats,0.1
"Disorders of muscle in diseases classified elsewhere, left thigh",shortness of breath,0.1
"Disorders of muscle in diseases classified elsewhere, left thigh",nausea and vomiting,0.1
"Disorders of muscle in diseases classified elsewhere, left thigh",leg pain,0.1
"Disorders of muscle in diseases classified elsewhere, left thigh",abdominal pain,0.1
"Disorders of muscle in diseases classified elsewhere, left thigh",leg swelling,0.1
"Disorders of muscle in diseases classified elsewhere, left thigh",headache,0.1
"Dysphagia, oropharyngeal phase",abdominal pain,0.5
"Dysphagia, oropharyngeal phase",diarrhea,0.5
Percutaneous transluminal coronary angioplasty status,wheezing,0.3333333333333333
Percutaneous transluminal coronary angioplasty status,cough,0.3333333333333333
Percutaneous transluminal coronary angioplasty status,shortness of breath,0.3333333333333333
Disorders of magnesium metabolism,cough,0.16666666666666666
Disorders of magnesium metabolism,shortness of breath,0.16666666666666666
Disorders of magnesium metabolism,night sweats,0.16666666666666666
Disorders of magnesium metabolism,diarrhea,0.16666666666666666
Disorders of magnesium metabolism,abdominal pain,0.16666666666666666
Disorders of magnesium metabolism,headache,0.16666666666666666
"Retention of urine, unspecified",diarrhea,0.16666666666666666
"Retention of urine, unspecified",hip pain,0.16666666666666666
"Retention of urine, unspecified",nausea and vomiting,0.16666666666666666
"Retention of urine, unspecified",leg pain,0.16666666666666666
"Retention of urine, unspecified",abdominal pain,0.16666666666666666
"Retention of urine, unspecified",joint pain,0.16666666666666666
"Pressure ulcer of sacral region, stage 3",cough,0.2
"Pressure ulcer of sacral region, stage 3",shortness of breath,0.2
"Pressure ulcer of sacral region, stage 3",diarrhea,0.2
"Pressure ulcer of sacral region, stage 3",abdominal pain,0.2
"Pressure ulcer of sacral region, stage 3",headache,0.2
"Alcohol abuse, uncomplicated",cough,0.5
"Alcohol abuse, uncomplicated",shortness of breath,0.5
Renal and perinephric abscess,cough,0.3333333333333333
Renal and perinephric abscess,shortness of breath,0.3333333333333333
Renal and perinephric abscess,diarrhea,0.3333333333333333
Other specified cardiac dysrhythmias,leg swelling,0.1
Other specified cardiac dysrhythmias,numbness,0.2
Other specified cardiac dysrhythmias,diarrhea,0.2
Other specified cardiac dysrhythmias,fatigue,0.2
Other specified cardiac dysrhythmias,cough,0.2
Other specified cardiac dysrhythmias,shortness of breath,0.1
Other specified forms of chronic ischemic heart disease,cough,0.14285714285714285
Other specified forms of chronic ischemic heart disease,shortness of breath,0.14285714285714285
Other specified forms of chronic ischemic heart disease,night sweats,0.14285714285714285
Other specified forms of chronic ischemic heart disease,diarrhea,0.14285714285714285
Other specified forms of chronic ischemic heart disease,abdominal pain,0.14285714285714285
Other specified forms of chronic ischemic heart disease,leg swelling,0.14285714285714285
Other specified forms of chronic ischemic heart disease,headache,0.14285714285714285
Long-term (current) use of insulin,shortness of breath,0.3333333333333333
Long-term (current) use of insulin,dizziness,0.16666666666666666
Long-term (current) use of insulin,fatigue,0.16666666666666666
Long-term (current) use of insulin,wheezing,0.16666666666666666
Long-term (current) use of insulin,cough,0.16666666666666666
Altered mental status,abdominal pain,0.5
Altered mental status,shortness of breath,0.5
Chronic interstitial cystitis,pelvic pain,1.0
"Open wound of lip, without mention of complication",numbness,0.5
"Open wound of lip, without mention of complication",headache,0.5
"Vitamin D deficiency, unspecified",diarrhea,1.0
Orthostatic hypotension,dizziness,0.1111111111111111
Orthostatic hypotension,cough,0.2222222222222222
Orthostatic hypotension,diarrhea,0.1111111111111111
Orthostatic hypotension,abdominal pain,0.2222222222222222
Orthostatic hypotension,headache,0.2222222222222222
Orthostatic hypotension,shortness of breath,0.1111111111111111
"Lymphedema, not elsewhere classified",wheezing,0.2
"Lymphedema, not elsewhere classified",cough,0.2
"Lymphedema, not elsewhere classified",nausea and vomiting,0.2
"Lymphedema, not elsewhere classified",abdominal pain,0.2
"Lymphedema, not elsewhere classified",headache,0.2
"Periprosthetic osteolysis of internal prosthetic left knee joint, initial encounter",blood clots,0.5
"Periprosthetic osteolysis of internal prosthetic left knee joint, initial encounter",shortness of breath,0.5
Rheumatic mitral insufficiency,cough,0.3333333333333333
Rheumatic mitral insufficiency,nasal congestion,0.3333333333333333
Rheumatic mitral insufficiency,headache,0.3333333333333333
"Disorder of kidney and ureter, unspecified",cough,0.25
"Disorder of kidney and ureter, unspecified",blood clots,0.25
"Disorder of kidney and ureter, unspecified",shortness of breath,0.25
"Disorder of kidney and ureter, unspecified",hip pain,0.25
"Glasgow coma scale score 3-8, at arrival to emergency department",cough,0.3333333333333333
"Glasgow coma scale score 3-8, at arrival to emergency department",shortness of breath,0.3333333333333333
"Glasgow coma scale score 3-8, at arrival to emergency department",diarrhea,0.3333333333333333
Anemia due to antineoplastic chemotherapy,shortness of breath,0.3333333333333333
Anemia due to antineoplastic chemotherapy,abdominal pain,0.3333333333333333
Anemia due to antineoplastic chemotherapy,diarrhea,0.3333333333333333
"Kidney dialysis as the cause of abnormal reaction of patient, or of later complication, without mention of misadventure at time of procedure",cough,0.3333333333333333
"Kidney dialysis as the cause of abnormal reaction of patient, or of later complication, without mention of misadventure at time of procedure",abdominal pain,0.3333333333333333
"Kidney dialysis as the cause of abnormal reaction of patient, or of later complication, without mention of misadventure at time of procedure",diarrhea,0.3333333333333333
Person on outside of bus injured in collision with pedestrian or animal in traffic accident,blood clots,1.0
"Coronary atherosclerosis of unspecified type of vessel, native or graft",leg pain,0.3333333333333333
"Coronary atherosclerosis of unspecified type of vessel, native or graft",abdominal pain,0.3333333333333333
"Coronary atherosclerosis of unspecified type of vessel, native or graft",dizziness,0.3333333333333333
Personal history of other malignant neoplasm of skin,blood clots,0.1111111111111111
Personal history of other malignant neoplasm of skin,abdominal pain,0.2222222222222222
Personal history of other malignant neoplasm of skin,diarrhea,0.2222222222222222
Personal history of other malignant neoplasm of skin,nausea and vomiting,0.1111111111111111
Personal history of other malignant neoplasm of skin,cough,0.1111111111111111
Personal history of other malignant neoplasm of skin,night sweats,0.1111111111111111
Personal history of other malignant neoplasm of skin,headache,0.1111111111111111
Atherosclerotic heart disease of native coronary artery without angina pectoris,numbness,0.1
Atherosclerotic heart disease of native coronary artery without angina pectoris,shortness of breath,0.2
Atherosclerotic heart disease of native coronary artery without angina pectoris,night sweats,0.1
Atherosclerotic heart disease of native coronary artery without angina pectoris,wheezing,0.1
Atherosclerotic heart disease of native coronary artery without angina pectoris,cough,0.1
Atherosclerotic heart disease of native coronary artery without angina pectoris,diarrhea,0.1
Atherosclerotic heart disease of native coronary artery without angina pectoris,abdominal pain,0.1
Atherosclerotic heart disease of native coronary artery without angina pectoris,foot pain,0.1
Atherosclerotic heart disease of native coronary artery without angina pectoris,headache,0.1
Nonspecific (abnormal) findings on radiological and other examination of skull and head,numbness,1.0
Fever presenting with conditions classified elsewhere,numbness,0.1111111111111111
Fever presenting with conditions classified elsewhere,wheezing,0.1111111111111111
Fever presenting with conditions classified elsewhere,cough,0.1111111111111111
Fever presenting with conditions classified elsewhere,diarrhea,0.1111111111111111
Fever presenting with conditions classified elsewhere,night sweats,0.1111111111111111
Fever presenting with conditions classified elsewhere,shortness of breath,0.1111111111111111
Fever presenting with conditions classified elsewhere,nausea and vomiting,0.1111111111111111
Fever presenting with conditions classified elsewhere,abdominal pain,0.1111111111111111
Fever presenting with conditions classified elsewhere,headache,0.1111111111111111
"Disease of pancreas, unspecified",fatigue,0.16666666666666666
"Disease of pancreas, unspecified",cough,0.16666666666666666
"Disease of pancreas, unspecified",diarrhea,0.16666666666666666
"Disease of pancreas, unspecified",night sweats,0.16666666666666666
"Disease of pancreas, unspecified",shortness of breath,0.16666666666666666
"Disease of pancreas, unspecified",abdominal pain,0.16666666666666666
"Iron deficiency anemia, unspecified",abdominal pain,0.25
"Iron deficiency anemia, unspecified",shortness of breath,0.25
"Iron deficiency anemia, unspecified",fatigue,0.25
"Iron deficiency anemia, unspecified",leg swelling,0.125
"Iron deficiency anemia, unspecified",cough,0.125
"Gout, unspecified",wheezing,0.058823529411764705
"Gout, unspecified",abdominal pain,0.17647058823529413
"Gout, unspecified",fatigue,0.17647058823529413
"Gout, unspecified",cough,0.11764705882352941
"Gout, unspecified",shortness of breath,0.11764705882352941
"Gout, unspecified",night sweats,0.11764705882352941
"Gout, unspecified",diarrhea,0.11764705882352941
"Gout, unspecified",headache,0.11764705882352941
"Legal blindness, as defined in U.S.A.",cough,1.0
"Subendocardial infarction, initial episode of care",shortness of breath,1.0
Driver of pick-up truck or van injured in collision with pedal cycle in nontraffic accident,shortness of breath,1.0
"Migraine, unspecified, without mention of intractable migraine without mention of status migrainosus",headache,0.5
"Migraine, unspecified, without mention of intractable migraine without mention of status migrainosus",vaginal bleeding,0.5
Old myocardial infarction,dizziness,0.125
Old myocardial infarction,wheezing,0.0625
Old myocardial infarction,cough,0.125
Old myocardial infarction,shortness of breath,0.1875
Old myocardial infarction,leg pain,0.0625
Old myocardial infarction,leg swelling,0.125
Old myocardial infarction,numbness,0.0625
Old myocardial infarction,fatigue,0.0625
Old myocardial infarction,diarrhea,0.0625
Old myocardial infarction,abdominal pain,0.0625
Old myocardial infarction,nausea and vomiting,0.0625
Anal or rectal pain,cough,0.14285714285714285
Anal or rectal pain,shortness of breath,0.14285714285714285
Anal or rectal pain,diarrhea,0.14285714285714285
Anal or rectal pain,low white blood cell count,0.14285714285714285
Anal or rectal pain,abdominal pain,0.2857142857142857
Anal or rectal pain,night sweats,0.14285714285714285
"Tachycardia, unspecified",cough,0.2
"Tachycardia, unspecified",diarrhea,0.2
"Tachycardia, unspecified",leg swelling,0.1
"Tachycardia, unspecified",fatigue,0.1
"Tachycardia, unspecified",wheezing,0.1
"Tachycardia, unspecified",shortness of breath,0.1
"Tachycardia, unspecified",night sweats,0.1
"Tachycardia, unspecified",headache,0.1
Anticoagulants causing adverse effects in therapeutic use,cough,0.25
Anticoagulants causing adverse effects in therapeutic use,shortness of breath,0.25
Anticoagulants causing adverse effects in therapeutic use,diarrhea,0.25
Anticoagulants causing adverse effects in therapeutic use,arm pain,0.25
"Other mental disorders complicating pregnancy, third trimester",numbness,0.16666666666666666
"Other mental disorders complicating pregnancy, third trimester",pelvic pain,0.16666666666666666
"Other mental disorders complicating pregnancy, third trimester",blood clots,0.16666666666666666
"Other mental disorders complicating pregnancy, third trimester",diarrhea,0.16666666666666666
"Other mental disorders complicating pregnancy, third trimester",nausea and vomiting,0.16666666666666666
"Other mental disorders complicating pregnancy, third trimester",headache,0.16666666666666666
Unspecified septicemia,abdominal pain,0.3333333333333333
Unspecified septicemia,diarrhea,0.3333333333333333
Unspecified septicemia,headache,0.3333333333333333
"Migraine, unspecified, not intractable, without status migrainosus",cough,0.25
"Migraine, unspecified, not intractable, without status migrainosus",numbness,0.125
"Migraine, unspecified, not intractable, without status migrainosus",dizziness,0.125
"Migraine, unspecified, not intractable, without status migrainosus",headache,0.125
"Migraine, unspecified, not intractable, without status migrainosus",wheezing,0.125
"Migraine, unspecified, not intractable, without status migrainosus",diarrhea,0.125
"Migraine, unspecified, not intractable, without status migrainosus",leg swelling,0.125
Disorders of phosphorus metabolism,ankle pain,0.3333333333333333
Disorders of phosphorus metabolism,cough,0.3333333333333333
Disorders of phosphorus metabolism,numbness,0.3333333333333333
Hemiplegia and hemiparesis following other nontraumatic intracranial hemorrhage affecting left non-dominant side,shortness of breath,0.5
Hemiplegia and hemiparesis following other nontraumatic intracranial hemorrhage affecting left non-dominant side,leg swelling,0.5
"Neoplasm of unspecified behavior of bone, soft tissue, and skin",numbness,0.5
"Neoplasm of unspecified behavior of bone, soft tissue, and skin",dizziness,0.5
Pathologic fracture of other specified site,numbness,0.5
Pathologic fracture of other specified site,shortness of breath,0.5
Hereditary deficiency of other clotting factors,wheezing,0.3333333333333333
Hereditary deficiency of other clotting factors,cough,0.3333333333333333
Hereditary deficiency of other clotting factors,shortness of breath,0.3333333333333333
Other nonspecific findings on examination of urine,wheezing,0.2
Other nonspecific findings on examination of urine,shortness of breath,0.2
Other nonspecific findings on examination of urine,diarrhea,0.2
Other nonspecific findings on examination of urine,abdominal pain,0.2
Other nonspecific findings on examination of urine,petechiae,0.2
Type 2 diabetes mellitus with diabetic chronic kidney disease,leg swelling,0.2222222222222222
Type 2 diabetes mellitus with diabetic chronic kidney disease,dizziness,0.1111111111111111
Type 2 diabetes mellitus with diabetic chronic kidney disease,cough,0.1111111111111111
Type 2 diabetes mellitus with diabetic chronic kidney disease,shortness of breath,0.1111111111111111
Type 2 diabetes mellitus with diabetic chronic kidney disease,night sweats,0.1111111111111111
Type 2 diabetes mellitus with diabetic chronic kidney disease,diarrhea,0.1111111111111111
Type 2 diabetes mellitus with diabetic chronic kidney disease,abdominal pain,0.1111111111111111
Type 2 diabetes mellitus with diabetic chronic kidney disease,headache,0.1111111111111111
Acquired absence of breast and nipple,shortness of breath,1.0
Driver of special construction vehicle injured in traffic accident,elevated liver enzymes,0.5
Driver of special construction vehicle injured in traffic accident,abdominal pain,0.5
Other specified anxiety disorders,vaginal bleeding,0.14285714285714285
Other specified anxiety disorders,blood clots,0.14285714285714285
Other specified anxiety disorders,diarrhea,0.14285714285714285
Other specified anxiety disorders,nausea and vomiting,0.14285714285714285
Other specified anxiety disorders,abdominal pain,0.14285714285714285
Other specified anxiety disorders,vaginal discharge,0.14285714285714285
Other specified anxiety disorders,headache,0.14285714285714285
Type 2 diabetes mellitus with diabetic peripheral angiopathy without gangrene,wheezing,0.1111111111111111
Type 2 diabetes mellitus with diabetic peripheral angiopathy without gangrene,shortness of breath,0.1111111111111111
Type 2 diabetes mellitus with diabetic peripheral angiopathy without gangrene,diarrhea,0.1111111111111111
Type 2 diabetes mellitus with diabetic peripheral angiopathy without gangrene,nausea and vomiting,0.1111111111111111
Type 2 diabetes mellitus with diabetic peripheral angiopathy without gangrene,leg swelling,0.1111111111111111
Type 2 diabetes mellitus with diabetic peripheral angiopathy without gangrene,cough,0.1111111111111111
Type 2 diabetes mellitus with diabetic peripheral angiopathy without gangrene,numbness,0.1111111111111111
Type 2 diabetes mellitus with diabetic peripheral angiopathy without gangrene,fatigue,0.1111111111111111
Type 2 diabetes mellitus with diabetic peripheral angiopathy without gangrene,headache,0.1111111111111111
Acute alcoholic hepatitis,cough,0.16666666666666666
Acute alcoholic hepatitis,diarrhea,0.16666666666666666
Acute alcoholic hepatitis,night sweats,0.16666666666666666
Acute alcoholic hepatitis,shortness of breath,0.16666666666666666
Acute alcoholic hepatitis,abdominal pain,0.16666666666666666
Acute alcoholic hepatitis,headache,0.16666666666666666
Secondary and unspecified malignant neoplasm of lymph nodes of axilla and upper limb,shortness of breath,1.0
"Rheumatoid arthritis, unspecified",numbness,0.1111111111111111
"Rheumatoid arthritis, unspecified",dizziness,0.1111111111111111
"Rheumatoid arthritis, unspecified",cough,0.1111111111111111
"Rheumatoid arthritis, unspecified",shoulder pain,0.1111111111111111
"Rheumatoid arthritis, unspecified",diarrhea,0.1111111111111111
"Rheumatoid arthritis, unspecified",night sweats,0.1111111111111111
"Rheumatoid arthritis, unspecified",shortness of breath,0.1111111111111111
"Rheumatoid arthritis, unspecified",headache,0.1111111111111111
"Rheumatoid arthritis, unspecified",hip pain,0.1111111111111111
Type 2 diabetes mellitus without complications,cough,0.16666666666666666
Type 2 diabetes mellitus without complications,shortness of breath,0.16666666666666666
Type 2 diabetes mellitus without complications,night sweats,0.16666666666666666
Type 2 diabetes mellitus without complications,diarrhea,0.16666666666666666
Type 2 diabetes mellitus without complications,abdominal pain,0.16666666666666666
Type 2 diabetes mellitus without complications,headache,0.16666666666666666
Hemiplegia and hemiparesis following unspecified cerebrovascular disease affecting left non-dominant side,dizziness,1.0
Polyneuropathy in diabetes,fatigue,0.14285714285714285
Polyneuropathy in diabetes,diarrhea,0.2857142857142857
Polyneuropathy in diabetes,nausea and vomiting,0.14285714285714285
Polyneuropathy in diabetes,abdominal pain,0.14285714285714285
Polyneuropathy in diabetes,headache,0.14285714285714285
Polyneuropathy in diabetes,shortness of breath,0.14285714285714285
"Assault by knife, initial encounter",cough,0.3333333333333333
"Assault by knife, initial encounter",diarrhea,0.3333333333333333
"Assault by knife, initial encounter",petechiae,0.3333333333333333
Other chronic pulmonary heart diseases,cough,0.2857142857142857
Other chronic pulmonary heart diseases,shortness of breath,0.2857142857142857
Other chronic pulmonary heart diseases,night sweats,0.14285714285714285
Other chronic pulmonary heart diseases,diarrhea,0.14285714285714285
Other chronic pulmonary heart diseases,abdominal pain,0.14285714285714285
"Hemiplegia, unspecified affecting right dominant side",shoulder pain,0.5
"Hemiplegia, unspecified affecting right dominant side",headache,0.5
Moderate protein-calorie malnutrition,fatigue,0.2
Moderate protein-calorie malnutrition,cough,0.2
Moderate protein-calorie malnutrition,diarrhea,0.2
Moderate protein-calorie malnutrition,shortness of breath,0.2
Moderate protein-calorie malnutrition,abdominal pain,0.2
Civilian activity done for income or pay,wheezing,0.25
Civilian activity done for income or pay,cough,0.25
Civilian activity done for income or pay,shortness of breath,0.25
Civilian activity done for income or pay,diarrhea,0.25
Loss of weight,abdominal pain,0.125
Loss of weight,diarrhea,0.25
Loss of weight,nausea and vomiting,0.25
Loss of weight,cough,0.125
Loss of weight,shortness of breath,0.125
Loss of weight,headache,0.125
"Malignant neoplasm of liver, primary",joint pain,0.125
"Malignant neoplasm of liver, primary",dizziness,0.125
"Malignant neoplasm of liver, primary",cough,0.125
"Malignant neoplasm of liver, primary",shortness of breath,0.125
"Malignant neoplasm of liver, primary",diarrhea,0.125
"Malignant neoplasm of liver, primary",leg pain,0.125
"Malignant neoplasm of liver, primary",abdominal pain,0.125
"Malignant neoplasm of liver, primary",headache,0.125
"Pneumonia, organism unspecified",wheezing,0.2727272727272727
"Pneumonia, organism unspecified",cough,0.18181818181818182
"Pneumonia, organism unspecified",shortness of breath,0.18181818181818182
"Pneumonia, organism unspecified",diarrhea,0.09090909090909091
"Pneumonia, organism unspecified",abdominal pain,0.09090909090909091
"Pneumonia, organism unspecified",dizziness,0.09090909090909091
"Pneumonia, organism unspecified",fatigue,0.09090909090909091
Unspecified chronic gastritis without bleeding,cough,0.2
Unspecified chronic gastritis without bleeding,shortness of breath,0.2
Unspecified chronic gastritis without bleeding,diarrhea,0.2
Unspecified chronic gastritis without bleeding,nausea and vomiting,0.2
Unspecified chronic gastritis without bleeding,abdominal pain,0.2
Type 2 diabetes mellitus with other diabetic ophthalmic complication,blood clots,0.25
Type 2 diabetes mellitus with other diabetic ophthalmic complication,abdominal pain,0.25
Type 2 diabetes mellitus with other diabetic ophthalmic complication,shortness of breath,0.25
Type 2 diabetes mellitus with other diabetic ophthalmic complication,leg swelling,0.25
Impotence of organic origin,blood clots,0.5
Impotence of organic origin,leg pain,0.5
"Diabetes with ketoacidosis, type II or unspecified type, uncontrolled",abdominal pain,1.0
"Body Mass Index 31.0-31.9, adult",shortness of breath,0.3333333333333333
"Body Mass Index 31.0-31.9, adult",abdominal pain,0.3333333333333333
"Body Mass Index 31.0-31.9, adult",diarrhea,0.3333333333333333
Rheumatic disorders of both mitral and tricuspid valves,shortness of breath,0.25
Rheumatic disorders of both mitral and tricuspid valves,abdominal pain,0.25
Rheumatic disorders of both mitral and tricuspid valves,diarrhea,0.25
Rheumatic disorders of both mitral and tricuspid valves,headache,0.25
Other and unspecified mycoses,cough,0.16666666666666666
Other and unspecified mycoses,shortness of breath,0.16666666666666666
Other and unspecified mycoses,night sweats,0.16666666666666666
Other and unspecified mycoses,diarrhea,0.16666666666666666
Other and unspecified mycoses,abdominal pain,0.16666666666666666
Other and unspecified mycoses,headache,0.16666666666666666
Personal history of malignant neoplasm of larynx,wheezing,0.3333333333333333
Personal history of malignant neoplasm of larynx,cough,0.3333333333333333
Personal history of malignant neoplasm of larynx,abdominal pain,0.3333333333333333
Tension headache,cough,0.5
Tension headache,diarrhea,0.5
Takotsubo syndrome,dizziness,0.2
Takotsubo syndrome,fatigue,0.2
Takotsubo syndrome,shoulder pain,0.2
Takotsubo syndrome,cough,0.2
Takotsubo syndrome,shortness of breath,0.2
Hypertensive heart disease with heart failure,cough,0.14285714285714285
Hypertensive heart disease with heart failure,shortness of breath,0.14285714285714285
Hypertensive heart disease with heart failure,night sweats,0.14285714285714285
Hypertensive heart disease with heart failure,diarrhea,0.14285714285714285
Hypertensive heart disease with heart failure,abdominal pain,0.14285714285714285
Hypertensive heart disease with heart failure,headache,0.14285714285714285
Hypertensive heart disease with heart failure,leg swelling,0.14285714285714285
Hemorrhage from other sites in respiratory passages,shortness of breath,1.0
"Esophageal varices in diseases classified elsewhere, without mention of bleeding",cough,1.0
"Surgical operation with transplant of whole organ causing abnormal patient reaction, or later complication, without mention of misadventure at time of operation",abdominal pain,0.14285714285714285
"Surgical operation with transplant of whole organ causing abnormal patient reaction, or later complication, without mention of misadventure at time of operation",vaginal discharge,0.14285714285714285
"Surgical operation with transplant of whole organ causing abnormal patient reaction, or later complication, without mention of misadventure at time of operation",fatigue,0.14285714285714285
"Surgical operation with transplant of whole organ causing abnormal patient reaction, or later complication, without mention of misadventure at time of operation",eosinophilia,0.14285714285714285
"Surgical operation with transplant of whole organ causing abnormal patient reaction, or later complication, without mention of misadventure at time of operation",shortness of breath,0.14285714285714285
"Surgical operation with transplant of whole organ causing abnormal patient reaction, or later complication, without mention of misadventure at time of operation",diarrhea,0.14285714285714285
"Surgical operation with transplant of whole organ causing abnormal patient reaction, or later complication, without mention of misadventure at time of operation",leg swelling,0.14285714285714285
Mobitz (type) II atrioventricular block,abdominal pain,1.0
"Body mass index [BMI] 28.0-28.9, adult",wheezing,0.3333333333333333
"Body mass index [BMI] 28.0-28.9, adult",abdominal pain,0.3333333333333333
"Body mass index [BMI] 28.0-28.9, adult",shortness of breath,0.3333333333333333
Personal history of sudden cardiac arrest,cough,0.4
Personal history of sudden cardiac arrest,diarrhea,0.2
Personal history of sudden cardiac arrest,abdominal pain,0.2
Personal history of sudden cardiac arrest,shortness of breath,0.2
"Cannabis abuse, unspecified",numbness,0.5
"Cannabis abuse, unspecified",headache,0.5
Acute posthemorrhagic anemia,shortness of breath,0.4
Acute posthemorrhagic anemia,fatigue,0.2
Acute posthemorrhagic anemia,dizziness,0.2
Acute posthemorrhagic anemia,leg swelling,0.2
"Localization-related (focal) (partial) epilepsy and epileptic syndromes with complex partial seizures, without mention of intractable epilepsy",wheezing,0.16666666666666666
"Localization-related (focal) (partial) epilepsy and epileptic syndromes with complex partial seizures, without mention of intractable epilepsy",cough,0.16666666666666666
"Localization-related (focal) (partial) epilepsy and epileptic syndromes with complex partial seizures, without mention of intractable epilepsy",shortness of breath,0.16666666666666666
"Localization-related (focal) (partial) epilepsy and epileptic syndromes with complex partial seizures, without mention of intractable epilepsy",diarrhea,0.16666666666666666
